Total,None,1st - 4th grade,5th - 6th grade,7th - 8th grade,9th grade,10th grade,11th grade2,High school graduate3,"Some college, no degree","Associate's degree, occupational","Associate's degree, academic",Bachelor's degree,Master's degree,Professional degree,Doctoral degree
"255,255",770,"1,518","2,812","3,201","2,926","3,340","9,826","74,530","42,099","10,662","14,726","56,350","24,160","3,478","4,859"
